857,0,0
1187,0,94
13322,0,5
125,1,0
17146,1,99
17332,1,0
917,2,22
1312,2,0
3384,2,12
4284,2,0
9035,2,16
13134,2,10
13406,2,3
13447,2,6
13482,2,13
13492,2,2
17028,2,11
27,3,60
11875,3,9
11883,3,6
11942,3,22
16827,3,1
6900,4,10
7466,4,78
9926,4,11
9472,5,59
10090,5,1
11114,5,12
11601,5,14
17712,5,11
3408,6,24
4631,6,0
10445,6,4
11926,6,12
12043,6,7
14139,6,7
14633,6,6
14805,6,2
15338,6,34
6447,7,11
9400,7,18
11113,7,0
11465,7,46
14846,7,23
7,8,0
1336,8,22
9655,8,53
11172,8,24
3689,9,1
4108,9,4
4793,9,5
5291,9,13
5916,9,53
7908,9,5
7909,9,15
2743,10,8
3768,10,0
4137,10,13
4366,10,1
4828,10,2
5065,10,36
5105,10,33
5106,10,2
5927,10,0
1765,11,8
2326,11,2
2824,11,24
3257,11,0
4478,11,7
5657,11,4
8320,11,0
12356,11,6
15155,11,18
15162,11,15
15674,11,3
17585,11,9
526,12,10
966,12,27
10722,12,45
12102,12,7
14853,12,5
17696,12,3
7,13,0
1264,13,38
1706,13,1
2051,13,20
5892,13,1
12712,13,12
13383,13,8
14495,13,16
15365,13,0
6977,14,77
8751,14,17
12460,14,4
7298,15,54
8051,15,2
10813,15,16
11991,15,3
17374,15,23
72,16,93
1190,16,3
15373,16,2
898,17,6
1281,17,22
1908,17,0
3160,17,25
9617,17,5
10682,17,0
12972,17,13
14849,17,8
15025,17,5
17651,17,11
78,18,6
816,18,5
4699,18,13
5433,18,31
6242,18,0
7950,18,1
14605,18,18
14962,18,6
15452,18,15
5036,19,17
5408,19,32
5799,19,10
5800,19,20
6636,19,20
5481,20,59
6114,20,3
7008,20,24
14263,20,13
7,21,0
81,21,3
1629,21,14
3078,21,43
4242,21,19
5359,21,9
17101,21,9
900,22,56
6761,22,4
8502,22,39
9089,23,46
9724,23,23
10536,23,15
11222,23,14
7,24,0
1544,24,13
3119,24,5
4716,24,2
6316,24,68
7504,24,10
4524,25,2
4918,25,0
5640,25,7
5662,25,7
5910,25,0
6498,25,30
6762,25,0
7313,25,1
7656,25,10
7903,25,7
11581,25,18
14556,25,5
15343,25,6
5494,26,7
7777,26,41
10666,26,51
4149,27,23
14014,27,76
98,28,99
5207,28,0
451,29,26
977,29,0
1791,29,18
1979,29,45
3444,29,5
17401,29,3
1518,30,2
5284,30,1
6686,30,7
7943,30,45
8266,30,39
8951,30,2
11311,30,0
16483,30,1
7,31,0
2101,31,38
5025,31,8
5880,31,29
6338,31,3
8506,31,3
9231,31,11
11793,31,2
14747,31,2
111,32,41
1790,32,57
14934,32,1
2829,33,0
2977,33,20
3286,33,0
3407,33,8
9129,33,29
13476,33,3
13755,33,0
14192,33,4
15302,33,31
114,34,4
5001,34,4
9285,34,65
10919,34,25
115,35,2
2313,35,17
5843,35,1
12045,35,74
15519,35,3
62,36,0
117,36,99
5230,36,0
53,37,3
119,37,96
9751,37,0
7,38,0
983,38,3
2787,38,8
6228,38,1
7430,38,9
10427,38,36
12810,38,0
15133,38,5
16748,38,6
17272,38,10
17552,38,17
2444,39,8
3385,39,8
3490,39,0
3841,39,8
3855,39,0
4239,39,13
4369,39,3
4724,39,3
4803,39,1
4993,39,20
5161,39,0
6779,39,6
6972,39,8
10018,39,0
11135,39,13
11506,39,0
3271,40,9
6588,40,12
7243,40,33
12920,40,7
13019,40,8
13068,40,0
13200,40,8
13434,40,13
17162,40,2
17298,40,1
7,41,0
4957,41,10
5861,41,12
6602,41,18
7222,41,27
8089,41,5
9349,41,8
9555,41,4
9717,41,2
9945,41,1
10504,41,0
10567,41,2
10752,41,1
11268,41,0
15555,41,4
660,42,18
1022,42,15
1243,42,30
2056,42,7
2376,42,3
3193,42,1
4011,42,23
132,43,76
2913,43,12
11905,43,6
11924,43,3
7481,44,13
9778,44,2
10307,44,69
15939,44,13
17812,44,0
1221,45,0
3143,45,12
3890,45,12
5626,45,4
5627,45,69
140,46,1
3261,46,12
4172,46,5
5018,46,3
5262,46,6
5454,46,13
5474,46,27
5502,46,2
5915,46,14
6121,46,3
9902,46,8
1935,47,7
9793,47,44
10772,47,2
12582,47,4
12860,47,15
13121,47,25
1942,48,64
1976,48,16
13739,48,18
573,49,79
2668,49,8
3083,49,2
14430,49,4
16860,49,5
7,50,0
1787,50,16
2540,50,9
3235,50,1
3504,50,3
5696,50,10
6283,50,3
6689,50,8
12059,50,5
13219,50,41
7272,51,5
7530,51,10
9913,51,3
11122,51,80
3127,52,2
3128,52,97
1005,53,6
1259,53,18
1711,53,2
3316,53,1
11173,53,11
11966,53,0
13754,53,9
14279,53,6
14444,53,38
17029,53,3
1081,54,13
1383,54,0
2828,54,77
4264,54,1
6804,54,7
15580,54,0
928,55,10
1508,55,1
2669,55,13
3248,55,2
12640,55,47
17269,55,24
3604,56,3
5909,56,1
13259,56,61
17242,56,34
1964,57,6
4416,57,17
4850,57,3
4987,57,11
5171,57,13
5313,57,19
5333,57,6
5599,57,10
7970,57,2
9416,57,3
15289,57,4
5724,58,48
6786,58,0
10832,58,26
14764,58,12
15594,58,12
2839,59,5
4146,59,18
4479,59,0
4861,59,4
4962,59,12
6743,59,3
6847,59,13
7030,59,5
7405,59,13
9869,59,2
11343,59,1
17192,59,17
17525,59,0
7060,60,27
7633,60,24
9494,60,36
11492,60,11
1468,61,27
2469,61,9
3749,61,18
3975,61,25
6565,61,4
10809,61,5
13023,61,6
14311,61,3
2131,62,28
9632,62,4
9829,62,8
11470,62,2
12062,62,4
12103,62,27
17078,62,10
17119,62,13
7,63,0
4570,63,0
4824,63,36
7560,63,4
8217,63,38
8286,63,20
185,64,2
1260,64,33
6346,64,63
1739,65,0
2122,65,7
5282,65,2
6706,65,25
7492,65,56
9351,65,6
10266,65,2
2362,66,8
3398,66,25
4043,66,2
4696,66,15
5818,66,11
6652,66,12
10687,66,24
799,67,2
2109,67,1
2551,67,6
2895,67,1
3088,67,6
3741,67,52
13951,67,29
2921,68,16
3899,68,25
4343,68,6
4790,68,1
5711,68,43
10779,68,6
11619,68,0
5303,69,55
5427,69,12
6038,69,10
6139,69,11
6216,69,2
7644,69,3
7946,69,3
14867,69,1
200,70,17
6647,70,1
7236,70,62
12702,70,19
5210,71,4
5650,71,43
5651,71,2
6962,71,21
7525,71,0
8912,71,2
11067,71,13
14689,71,3
14897,71,3
15393,71,5
15735,71,0
774,72,2
9390,72,3
10074,72,13
10605,72,32
11105,72,46
11810,72,1
4692,73,0
6230,73,50
8970,73,29
14956,73,19
3076,74,100
2587,75,10
3044,75,6
6579,75,64
14634,75,18
3453,76,11
6695,76,3
8991,76,16
9644,76,4
10731,76,17
11349,76,10
11600,76,19
12606,76,7
13759,76,7
15825,76,1
1982,77,0
2134,77,3
2750,77,0
5283,77,18
6979,77,22
9012,77,5
10285,77,31
10558,77,2
11274,77,10
15906,77,3
846,78,19
2134,78,2
2145,78,6
2557,78,2
3821,78,33
8547,78,10
11257,78,7
14670,78,17
3598,79,5
4356,79,8
8421,79,22
8955,79,36
8975,79,4
9064,79,12
10689,79,0
15004,79,9
2031,80,47
3027,80,0
3602,80,11
4277,80,3
4942,80,8
6476,80,9
7966,80,6
10023,80,11
4876,81,15
5068,81,0
5102,81,8
7120,81,36
8442,81,3
9984,81,8
9986,81,7
10518,81,4
11116,81,16
230,82,53
6226,82,19
14182,82,26
209,83,64
9858,83,35
5153,84,6
5154,84,12
7318,84,47
10655,84,3
15830,84,4
17572,84,26
3686,85,20
4553,85,36
4652,85,4
5406,85,2
5713,85,2
7738,85,27
8944,85,0
14646,85,4
15351,85,0
7,86,0
240,86,83
12208,86,16
1715,87,5
2523,87,4
3917,87,5
4949,87,49
8235,87,1
9924,87,7
12422,87,1
13026,87,0
13417,87,0
13615,87,24
1837,88,8
3470,88,0
12194,88,2
12446,88,44
14637,88,45
5450,89,87
7219,89,1
16805,89,10
1675,90,100
80,91,15
2639,91,13
4778,91,59
5869,91,0
16423,91,11
4120,92,22
12809,92,22
13658,92,22
14894,92,31
934,93,89
1047,93,3
12666,93,7
2371,94,29
3528,94,5
3628,94,21
4245,94,21
5406,94,0
5952,94,15
6151,94,4
14909,94,2
460,95,21
1625,95,77
14425,95,0
1856,96,6
2272,96,10
3917,96,2
3920,96,4
4260,96,26
6817,96,1
10816,96,4
13231,96,0
13381,96,6
14453,96,1
14517,96,1
14873,96,14
15518,96,15
17695,96,2
7,97,0
11542,97,67
15218,97,29
17072,97,2
802,98,43
958,98,5
1252,98,11
2126,98,6
3902,98,6
4536,98,4
5636,98,4
6047,98,1
6932,98,3
8697,98,12
1613,99,10
3476,99,16
4309,99,8
4591,99,6
4910,99,1
5789,99,4
6355,99,4
6383,99,44
6741,99,1
16800,99,2
48,100,0
165,100,0
267,100,99
14182,100,0
2967,101,2
5194,101,20
7595,101,1
8575,101,21
14839,101,4
15422,101,17
15502,101,23
17097,101,9
746,102,6
910,102,2
1880,102,4
2055,102,16
3421,102,49
8602,102,9
12422,102,0
12623,102,11
1148,103,3
1441,103,2
2469,103,3
3191,103,23
12422,103,7
13738,103,53
15906,103,7
3585,104,4
3676,104,10
5852,104,20
7758,104,13
7862,104,21
9638,104,4
13557,104,17
14274,104,0
14301,104,6
282,105,16
2992,105,61
5582,105,21
7,106,0
285,106,60
1104,106,20
11964,106,18
3872,107,13
3873,107,12
4506,107,0
4893,107,27
5600,107,16
6314,107,12
6439,107,17
615,108,67
4176,108,4
4519,108,1
5076,108,14
6470,108,11
1447,109,3
8412,109,95
9981,109,1
2705,110,0
5407,110,19
5973,110,0
6437,110,3
6601,110,1
6606,110,0
7291,110,7
7438,110,15
7618,110,1
8007,110,6
8626,110,0
14616,110,19
15854,110,23
120,111,1
290,111,18
299,111,20
479,111,3
